id,beds,baths,size,furnish,area_1,area_2,area_3,area_4,area_5,id,description,referral,price,type,rent,postDate
4056,1,2,950,No,UAE,Dubai,JVC Jumeirah Village Circle,Uniestate Prime Tower,NULL,4056,"UNFURNISHED STUDIO / LARGE BALCONY / LIMITED OFFER @26,999 AED ONLY !",LOLENA-JVC2-ZAHED,"AED 26,999 /yr",apartment,Yearly,"September 23rd, 2020"
4057,NULL,1,506,No,UAE,Dubai,Majan,Madison Residences,NULL,4057,2MTHS FREE | CHILLER FREE  | 1BR WITH BALCONY@58K,TOP-FURJAN4-AFT923,"AED 58,000 /yr",apartment,Yearly,"September 23rd, 2020"
4058,NULL,1,451,Yes,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 13,NULL,4058,BRAND NEW | 1BR WITH BALCONY @55K,TOP-FURJAN1-AFT923,"AED 55,000 /yr",apartment,Yearly,"September 23rd, 2020"
4059,NULL,1,400,No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 13,NULL,4059,MULTIPLE CHQS | NEARBY METRO | 1BR WITH BALCONY @48K,IRIS-FURJAN-AFT923,"AED 48,000 /yr",apartment,Yearly,"September 23rd, 2020"
4060,1,2,775,No,UAE,Dubai,JVC Jumeirah Village Circle,AKA Residence,NULL,4060,"LARGE BALCONY @26,999 AED ONLY / STUDIO READY TO MOVE-IN !",LOLENA-JVC1-ZAHED,"AED 26,999 /yr",apartment,Yearly,"September 23rd, 2020"
4061,1,2,725,No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 10,NULL,4061,SPACIOUSLY MADE  STUDIO WITH BALCONY IN LOLENA,LOL-JVC3-ZAHED,"AED 26,999 /yr",apartment,Yearly,"September 23rd, 2020"
4062,1,2,947,No,UAE,Dubai,JVC Jumeirah Village Circle,Uniestate Prime Tower,NULL,4062,"LIMITED OFFER @26,999AED ONLY / WITH LARGE BALCONY STUDIO  !",LOLENA-JVCA-ZAHED,"AED 26,999 /yr",apartment,Yearly,"September 23rd, 2020"
4063,1,2,830,No,UAE,Dubai,JVC Jumeirah Village Circle,Jeewar Tower,NULL,4063,No Commission! 2month Free Spacious 3BHK Close to BurJaman Metro,Junaid JB_031 ,"AED 80,000 /yr",apartment,Quarterly,"September 23rd, 2020"
4064,1,2,"1,072",No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 13,NULL,4064,No Commission! 2month Free! Chiller A.c Free 2BHK with Maid Room Close to Metro,Junaid JB_021 ,"AED 73,000 /yr",apartment,Quarterly,"September 23rd, 2020"
4065,1,2,"1,036",No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 10,NULL,4065,Brand New Building Splendid Finishing 2BHK with Balcony Close to Metro,Junaid JB_027,"AED 62,000 /yr",apartment,Quarterly,"September 23rd, 2020"
4066,1,2,850,No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 11,NULL,4066,20Days Free Cheapest Offer Elegant 2BHK with Balcony Behind Spinneys,Junaid JB_029,"AED 55,000 /yr",apartment,Quarterly,"September 23rd, 2020"
4067,1,2,840,Yes,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 13,NULL,4067,1month + Chiller A.c Free 2BHK with Both Master Bedroom Close to BurJaman Metro,Junaid JB_026,"AED 70,000 /yr",apartment,Quarterly,"September 23rd, 2020"
4068,2,3,"1,761",No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 13,NULL,4068,1month + Chiller A.c Free HuGe Size 2BHK Close to BurJaman Metro,Junaid JB_028,"AED 75,000 /yr",apartment,Quarterly,"September 23rd, 2020"
4069,1,2,"1,011",No,UAE,Dubai,JVC Jumeirah Village Circle,Emirates Gardens 1,NULL,4069,STUNNING UNIT | 2 MONTHS FREE | BRAND NEW KITCHEN APPLIANCES,AZCO-JVC-AM-FLM-1BRDPLX-4699,"AED 71,999 /yr",apartment,Monthly,"September 23rd, 2020"
4070,2,3,"1,450",No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 11,NULL,4070,BEAUTIFUL  Modern 1BHK  Apartment  NEAR TO SUPER MARKET  GARDEN  READY TO MOVE 38K,azco-0272-AKUORCD,"AED 40,000 /yr",apartment,Quarterly,"September 23rd, 2020"
4071,2,3,"1,172",No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 10,NULL,4071,"Stunning Park view 1BHK/ Brand New /Fully Panoramic/Fitted Kitchen only 57,999/4 Cheque",AZCO-9562-WASI-ZAYA-1BHK,"AED 57,999 /yr",apartment,Quarterly,"September 23rd, 2020"
4072,2,3,"1,471",No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 10,NULL,4072,NEAR PRIME LOCATION | 2 MONTHS FREE | BRAND NEW KITCHEN APPLIANCES,AZCO-JVC-HR-FLM-1BRDPLX-1570,"AED 72,000 /yr",apartment,Monthly,"September 23rd, 2020"
4073,1,2,900,No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 13,NULL,4073,Brand new 1 Bedroom with Best Finishing | JVC,Azco-Mu-8166-1b,"AED 39,999 /yr",apartment,Quarterly,"September 23rd, 2020"
4074,2,3,"1,250",No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 11,NULL,4074,Most Beautiful 2BHK / Massive Terrace / Best layout / Must Visit grab this amazing deal just @75K,AZCO-2016-HR-ROX(2),"AED 74,999 /yr",apartment,Quarterly,"September 23rd, 2020"
4075,2,2,"1,250",No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 11,NULL,4075,Ground Floor Studio With Kitchen Appliances | Best Finishing | Jvc,Azco-MU-2931-ap,"AED 28,999 /yr",apartment,Quarterly,"September 23rd, 2020"
4076,3,3,"2,250",No,UAE,Dubai,JVC Jumeirah Village Circle,Hameni Tower,NULL,4076,Best 2 bedroom Apartment With Massive Terrace Close kitchen | Brand New Apartment Ready to move,AZCO-AM-9214-ROSE,"AED 59,999 /yr",apartment,Quarterly,"September 23rd, 2020"
4077,2,2,"1,200",No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 12,NULL,4077,Most Luxurious 2BHK | Massive Terrace | Spacious Kitchen | Call Now 66k,AZCO-0124-HR-EVER(2),"AED 64,999 /yr",apartment,Quarterly,"September 23rd, 2020"
4078,2,3,"1,450",No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 11,NULL,4078,Most Luxurious 1BHK/Fitted Kitchen/Free Maintenance/best Layout/ready to move only 52k,AZCO-4970-WASI-2BR,"AED 51,999 /yr",apartment,Biyearly,"September 23rd, 2020"
4079,1,2,"1,200",No,UAE,Dubai,JLT Jumeirah Lake Towers,Lake Almas East,NULL,4079,Spacious 1BR Apartment | High Floor | Opera View,1173-Ap-R-1496,"AED 75,000 /yr",apartment,NULL,"September 23rd, 2020"
4080,2,2,"1,333",No,UAE,Dubai,Al Quoz,Al Quoz Industrial District,NULL,4080,2 BR with Maid room for Rent at Dubai land,1377-Ap-R-0299,"AED 52,000 /yr",apartment,Quarterly,"September 23rd, 2020"
4081,2,2,909,No,UAE,Dubai,Al Quoz,Al Quoz Industrial District,NULL,4081,Partially furnished 1bed with golf course view,993-Ap-R-1073,"AED 42,000 /yr",apartment,Quarterly,"September 5th, 2020"
4082,1,1,666,No,UAE,Dubai,Al Quoz,Al Quoz Industrial District,NULL,4082,AFFORDABLE DEAL | BRAND NEW | MAINTENANCE FREE | LARGE 1BR,AZCO-JVC-MKK-UNI-1BR-6929,"AED 34,999 /yr",apartment,Quarterly,"September 23rd, 2020"
4083,2,2,970,No,UAE,Dubai,Al Quoz,Al Quoz Industrial District,NULL,4083,MAJAN: STUDIO WITH BALCONY FOR RENT ASTOR MADISON,1503-Ap-R-0095,"AED 20,000 /yr",apartment,Quarterly,"September 23rd, 2020"
4084,NULL,1,319,No,UAE,Dubai,Al Quoz,Al Quoz Industrial District,NULL,4084,SPACIOUS - FURNISHED STD @22K,KBCH-JVC9-923,"AED 22,000 /yr",apartment,Yearly,"September 23rd, 2020"
4085,1,2,702,No,UAE,Dubai,Arjan,Genesis By Meraki,NULL,4085,"Studio | Best Priced | DEWA, Internet and Chiller Included",M-CP-STD,"AED 28,000/-  Unfurnished",apartment,Quarterly,"September 23rd, 2020"
4086,2,3,"1,405",No,UAE,Dubai,Arjan,Geepas Tower,NULL,4086,PRIME LOCATION | BRAND NEW FASCINATING UNIT | BEAUTIFUL VIEW | MAINTENANCE FREE,AZCO-JVC-AL-AKA-1BR-0674,"AED 39,998 /yr",apartment,Biyearly,"September 23rd, 2020"
4087,NULL,1,330,No,UAE,Dubai,JLT Jumeirah Lake Towers,Lake Almas West,NULL,4087,2 MONTHS FREE | AFFORDABLE ELEGANCE | COZY 1 BEDROOM WITH BALCONY | READY TO MOVE IN,AZCO-JVC-WASI-AUR-1BR-7209,"AED 45,000 /yr",apartment,Quarterly,"September 23rd, 2020"
4088,2,3,"1,441",No,UAE,Dubai,Business Bay,Coral Tower,NULL,4088,BEST DEAL| BRAND NEW| MAINTENANCE FREE| BRIGHT AND COZY FINISHING| READY TO MOVE IN,AZCO-JVC-AN-UNI-1BR-6179,"AED 34,999 /yr",apartment,Monthly,"September 23rd, 2020"
4089,2,3,"1,248",No,UAE,Dubai,Al Furjan,NULL,NULL,4089,100% CHILLER FREE | BRAND NEW | FITTED KITCHEN,AZCO-JVC-AL-1BR-7645,"AED 39,999 /yr",apartment,Quarterly,"September 23rd, 2020"
4090,NULL,1,217,No,UAE,Dubai,Al Quoz,Al Quoz Industrial District,NULL,4090,LOOK AT SIZE HUGE KITCHEN READY TO MOVE 1BR ONLY 45 /K,AZCO-0200-KD-1BR-MLB,"AED 45,000 /yr",apartment,Quarterly,"September 23rd, 2020"
4091,2,3,"1,530",NULL,UAE,Dubai,Downtown Dubai,NULL,NULL,4091,Massive 1 Bedroom | Unique Lay-Out | Pool View Balcony,AZCO-JVC-AR-TAS-1BR-0069,"AED 55,000 /yr",apartment,Quarterly,"September 23rd, 2020"
4092,NULL,1,579,No,UAE,Dubai,Barsha Heights (Tecom),Madison Residency - Tecom,NULL,4092,HOT OFFER HUGE 1BHK IN NEAT AND CELAN BULDING,AZCO -7061 -SH -AUR -1BHK,"AED 45,000 /yr",apartment,Quarterly,"September 23rd, 2020"
4093,2,3,"1,450",No,UAE,Dubai,Barsha Heights (Tecom),Madison Residency - Tecom,NULL,4093,"HOT Deal  Stunning Fully Furnished  1BR | Nice layout | Fully Panoramic View  Just Now AED 47,999",AZCO-3398-WASI-Reef-1BHK,"AED 47,999 /yr",apartment,Biyearly,"September 23rd, 2020"
4094,1,1,780,Yes,UAE,Dubai,Barsha Heights (Tecom),Madison Residency - Tecom,NULL,4094,A MUST SEE OFFER | DUPLEX APARTMENT | HUGE WITH AN AWESOME VIEW BALCONY | GRAB KEYS NOW!,AZCO-JVC-KD-PR-2BR-DPLX-0199,"AED 80,000 /yr",apartment,Quarterly,"September 23rd, 2020"
4095,1,2,980,No,UAE,Dubai,Al Nahda (Dubai),Al Nahda 1,NULL,4095,WELL FINISHED UNIT HUGE APARTMENT  | LARGE BALCONY | COMMUNITY VIEW | CALL NOW,AZCO-JVC-AR-EGR-1BR-0377,"AED 40,999 /yr",apartment,Quarterly,"September 23rd, 2020"
4096,NULL,1,404,Yes,UAE,Dubai,Mirdif,Uptown Mirdif,NULL,4096,ATTENTION TO DETAIL | ALLURING 2BR | HOME AWAY FROM HOME,AZCO-JVC-BB-WLD-2BR-5930,"AED 75,000 /yr",apartment,Quarterly,"September 23rd, 2020"
4097,2,3,"1,200",Yes,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 18,NULL,4097,2 MONTHS FREE | SOPHISTICATED UNIT | ALLURING BALCONY| GRAB KEYS NOW!,AZCO-JVC-WASI-AUR-2BR-7396,"AED 65,000 /yr",apartment,Quarterly,"September 23rd, 2020"
4098,2,3,"1,425",Yes,UAE,Dubai,Al Sufouh,Hilliana Tower ,NULL,4098,BRIGHT 2BR | HUGE TERRACE | NEAR TO PARKS / EXIT,AZCO-JVC-MKK-LGC-2BR-5300,"AED 61,999 /yr",apartment,Yearly,"September 23rd, 2020"
4099,1,2,700,No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 15,NULL,4099,Pay Monthly with this Stunning 1BHK I Neat Balcony in 12 Cheque  I Book Now,AZCO-3520-WASI-OXFD-1BR,"AED 49,999 /yr",apartment,Monthly,"September 23rd, 2020"
4100,NULL,1,420,No,UAE,Dubai,Oud Metha,NULL,NULL,4100,BRAND NEW | EXCELLENT QUALITY | FREE MAINTENANCE | NICE VIEW BALCONY | PRIME LOCATION,AZCO-JVC-AL-R10-2BR-0696,"AED 59,998 /yr",apartment,Quarterly,"September 23rd, 2020"
4101,NULL,1,512,No,UAE,Dubai,Oud Metha,NULL,NULL,4101,QUALITY LIVING | 1 MONTH FREE | CAPTIVATING FINISHING | GRAB NOW,AZCO-JVC-ZA-R10-2BR-4729,"AED 62,000 /yr",apartment,Quarterly,"September 23rd, 2020"
4102,1,2,675,No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 15,NULL,4102,Brand New stunning 3BR Duplex | Five star Finish-Fitted kitchen/Huge Terrace /Five view View only 10,AZCO-2494-WASI-ZAYA-2BHK,"AED 109,999 /yr",apartment,Biyearly,"September 23rd, 2020"
4103,3,3,"1,969",No,UAE,Dubai,Bur Dubai,Al Mankhool,NULL,4103,Best Deal! Excellent Quality 2 BHK/ AC with Dewa/ Prime Location/ Superb Amenities!,AZCO-JVC-AL-ALWD-2BR-3025,"AED 59,998 /yr",apartment,Quarterly,"September 23rd, 2020"
4104,2,2,"1,372",No,UAE,Dubai,Al Jaddaf,NULL,NULL,4104,"MODERN AMENITIES | WELL LOVED, WELL PRICED | RELAXING ROOM",AZCO-JVC-HR-WLD-2BR-4949,"AED 75,000 /yr",apartment,Quarterly,"September 23rd, 2020"
4105,3,5,"2,400",No,UAE,Dubai,Oud Metha,NULL,NULL,4105,Amazing view|1 Bed| Dubai Arch Tower| JLT,1401-Ap-R-0902,"AED 48,000 /yr",apartment,Yearly,"September 23rd, 2020"
4106,1,2,700,No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 15,NULL,4106,One month free|No commission|Pay in 12 chqs| Best price| 2 BHK| Al Khail Gate,1401-Ap-R-0082,"AED 57,520 /yr",apartment,NULL,"September 23rd, 2020"
4107,2,3,"1,601",No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 15,NULL,4107,NO COMMISSION| ONE MONTH FREE  |AL KHAIL GATE,nvest-1946093,"AED 46,035 /yr",apartment,NULL,"September 23rd, 2020"
4108,2,3,"1,601",No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 15,NULL,4108,One month free|No commission! 1 BHK | Al Khail Gate | Pay in 12 chqs,1401-Ap-R-0081,"AED 34,773 /yr",apartment,NULL,"September 23rd, 2020"
4109,2,2,"1,187",No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 15,NULL,4109,No commission|One month free | 2 Bedroom for rent | Pay in 12 chqs,nvest-1940203,"AED 49,500 /yr",apartment,Monthly,"September 23rd, 2020"
4110,1,1,780,No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 15,NULL,4110,One month free|No commission| Studio with balcony | Al Khail Gate,1401-Ap-R-0097,"AED 28,900 /yr",apartment,NULL,"September 23rd, 2020"
4111,1,1,780,No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 15,NULL,4111,GORGEOUS UNIT | BIGGEST LAY-OUT | READY TO MOVE,AZCO-ARJAN-SM-GNS-1BR-5195,"AED 39,999 /yr",apartment,Biyearly,"September 23rd, 2020"
4112,1,2,667,No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 15,NULL,4112,DIRECT FROM OWNER| BRAND NEW TOP QUALITY FINISHING | LAUNDRY AND STORAGE |MAINTENANCE FREE @ BEST PR,AZCO-ARJAN-KBR-GP-2BR-1140,"AED 63,999 /yr",apartment,Quarterly,"September 23rd, 2020"
4113,1,2,700,No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 15,NULL,4113,Upgraded | Balcony | Flexible payments,1597741803,"AED 36,900 /yr",apartment,Monthly,"September 23rd, 2020"
4114,1,1,800,No,UAE,Dubai,Al Warqaa,Al Warqaa 2,NULL,4114,NO COMMISSION-NEGOTIABLE | 30 DAYS FREE | 2BR PLUS MAIDS ROOM,COR-BBAY2-ZUB667,"AED 78,000 /yr",apartment,Quarterly,"September 23rd, 2020"
4115,1,2,"1,012",No,UAE,Dubai,Al Furjan,Azizi Iris,NULL,4115,LARGE AND BIG UNIT|BREATHTAKING DESIGNED|CALL NOW,AZCO-MU-OASIS-0631 ,"AED 70,000 /yr",apartment,Yearly,"September 23rd, 2020"
4116,2,2,"1,300",No,UAE,Dubai,Al Quoz,Al Quoz Industrial District,NULL,4116,Best price | Studio with balcony | Al Khail Gate,nvest-1907090,"AED 27,900 /yr",apartment,Monthly,"September 23rd, 2020"
4117,1,2,854,No,UAE,Dubai,JLT Jumeirah Lake Towers,Lake Elucio,NULL,4117,Direct landlord ! 2 BR in Downtown Dubai,NULL,"AED 95,000 /yr",apartment,NULL,"September 23rd, 2020"
4118,1,2,650,No,UAE,Dubai,Deira,Al Muteena,NULL,4118,Big Studio CHILLER FREE just in front of metro,AS-AS-021,"AED 35,000 /yr",apartment,Quarterly,"September 23rd, 2020"
4119,NULL,1,459,Yes,UAE,Dubai,JLT Jumeirah Lake Towers,Lake Elucio,NULL,4119,SEA VIEW HUGE 2 bed room with big BALCONY CHILLER FREE front of metro,AS-AS-014,"AED 60,000 /yr",apartment,Biyearly,"September 23rd, 2020"
4120,1,2,700,No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 15,NULL,4120,AC FREE Fully Furnished 1 BED ROOM with small STORE front of metro,AS-AS-015,"AED 46,000 /yr",apartment,Biyearly,"September 23rd, 2020"
4121,2,3,"1,321",No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 15,NULL,4121,"Affordable price 1 BHK with 2 baths, spacious and fabulous closed kitchen,big hall with balcony, mai",1623-Ap-R-0240,"AED 30,000 /yr",apartment,Yearly,"September 23rd, 2020"
4122,1,2,667,No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 15,NULL,4122,ELEGANT/ WELL MAINTAINED/ FURNISHED,1670-Ap-R-0080,"AED 30,000 /yr",apartment,NULL,"September 23rd, 2020"
4123,2,3,"1,321",No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 15,NULL,4123,fully furnished nice view with balcony and parking,291-Ap-R-19568,"AED 58,000 /yr",apartment,Yearly,"September 23rd, 2020"
4124,2,3,"1,601",No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 15,NULL,4124,Stunning 2 Bedroom Apartment with  Sea View,1698-Ap-R-0097,"AED 85,000 /yr",apartment,Quarterly,"September 23rd, 2020"
4125,2,3,"1,601",No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 15,NULL,4125,PAY 2CHQS | SPACIOUS 1BR @29K,SEA-JVC1-JAW923,"AED 29,000 /yr",apartment,Biyearly,"September 23rd, 2020"
4126,2,3,"1,601",No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 15,NULL,4126,ECONOMICAL STUDIO APARTMENT | BALCONY | GYM  POOL | PARKING | NEAR LAMCY PLAZA,MUHAMMAD - 20091,"AED 32,000 /yr",apartment,Quarterly,"September 23rd, 2020"
4127,1,1,780,No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 15,NULL,4127,NEXT TO METRO | HUGE STUDIO APARTMENT | 1 MONTH FREE | GYM  POOL | 6 CHEQUES,MUHAMMAD - 12098,"AED 36,000 /yr",apartment,Quarterly,"September 23rd, 2020"
4128,1,2,780,No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 15,NULL,4128,"PAY 2CHQS | SPACIOUS 1BR @26,999",SEA-JVC3-SHAKEEL,"AED 26,999 /yr",apartment,Biyearly,"September 23rd, 2020"
4129,2,2,"1,187",No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 15,NULL,4129,HUGE 3 BED APARTMENT | NEAR ADCB METRO | BALCONY | PARKING | 1 MONTH FREE,MUHAMMAD - 19094,"AED 80,000 /yr",apartment,Quarterly,"September 23rd, 2020"
4130,1,1,780,No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 15,NULL,4130,BRAND NEW ELEGANT 2 BHK | VERY CLOSE TO METRO | CLOSED KITCHEN | BALCONY | 1 MONTH FREE,MUHAMMAD - 10091,"AED 58,000 /yr",apartment,Quarterly,"September 23rd, 2020"
4131,2,2,"1,187",No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 15,NULL,4131,2400 SQFT | EXTRAVAGANT 3 BHK | MAIDS ROOM | BALCONIES | 2 PARKINGS,MUHAMMAD - 19095,"AED 110,000 /yr",apartment,Quarterly,"September 23rd, 2020"
4132,1,2,850,No,UAE,Dubai,Sheikh Zayed Road,NULL,NULL,4132,PAY 2CHQS | 1BR WITH BALCONY @29K,SEA-JVC-JAW923,"AED 29,000 /yr",apartment,Biyearly,"September 23rd, 2020"
4133,3,3,"1,650",No,UAE,Dubai,DIFC,NULL,NULL,4133,PAY 4CHQS | 2BR WITH MAIDS @52K,SEA-JVC3-ASI923,"AED 52,000 /yr",apartment,Quarterly,"September 23rd, 2020"
4134,2,2,"1,300",No,UAE,Dubai,JVC Jumeirah Village Circle,Uniestate Prime Tower,NULL,4134,PAY 4CHQS | MAIDS ROOM | 2BR WITH BALCONY,SEA-JVC4-ASI923,"AED 51,999 /yr",apartment,Quarterly,"September 23rd, 2020"
4135,2,2,"1,250",No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 11,NULL,4135,"PAY 2CHQS | MASSIVE 2BR WITH BALCONY @44,999",SEA-JVC2-ASI923,"AED 44,999 /yr",apartment,Biyearly,"September 23rd, 2020"
4136,1,2,850,No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 14,NULL,4136,"PAY 2CHQS | WELL-SIZED 1BR @26,999",SEA-JVC4-923,"AED 26,999 /yr",apartment,Biyearly,"September 23rd, 2020"
4137,1,2,790,No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 11,NULL,4137,"PAY 2CHQS | PRIME LOCATION | 1BR @26,999",SEA-JVC2-923,"AED 26,999 /yr",apartment,Biyearly,"September 23rd, 2020"
4138,1,2,727,No,UAE,Dubai,JVC Jumeirah Village Circle,AKA Residence,NULL,4138,1BR  @30K | SEMI-FURNISHED,SEA-JVC1-SAME923,"AED 30,000 /yr",apartment,Yearly,"September 23rd, 2020"
4139,2,3,"1,750",No,UAE,Dubai,Karama,NULL,NULL,4139,PAY 4CHQS | MASSIVE 1BR LAYOUT @30K,SEA-JVC4-JAW923,"AED 30,000 /yr",apartment,Quarterly,"September 23rd, 2020"
4140,2,2,"1,209",No,UAE,Dubai,Downtown Dubai,Old Town Residences,NULL,4140,Stunning One Bedroom Available for Rent Al Warqa,1377-Ap-R-0350,"AED 35,000 /yr",apartment,Quarterly,"September 23rd, 2020"
4141,1,2,900,No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 11,NULL,4141,MULTIPLE CHQS | LARGE LAYOUT | NEARBY METRO @48K,IRIS-FURJAN1-AFT923,"AED 48,000 /yr",apartment,Yearly,"September 23rd, 2020"
4142,1,2,825,No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 11,NULL,4142,AL KHAIL HEIGHT 2BHK WITH 2 MONTHS  FREE,195-Ap-R-2107,"AED 61,000 /yr",apartment,NULL,"September 22nd, 2020"
4143,2,3,"1,065",No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 13,NULL,4143,Chiller Included Duplex with Sunset Lake View,993-Ap-R-1162,"AED 53,000 /yr",apartment,Yearly,"September 5th, 2020"
4144,NULL,1,550,No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 14,NULL,4144,1 BHK | FULLY RENOVATED | OPP. TO LULU CENTER,taryam-2063099,"AED 38,000 /yr",apartment,Quarterly,"September 22nd, 2020"
4145,1,2,900,No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 11,NULL,4145,Free maintenance | Furnished | Visit with your phone,1594640806,"AED 37,000 /yr",apartment,Monthly,"September 23rd, 2020"
4146,1,2,900,No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 11,NULL,4146,PAY 4CHQS | 1BR @30K,SEA-JVC2-JAW923,"AED 30,000 /yr",apartment,Quarterly,"September 23rd, 2020"
4147,1,2,950,No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 11,NULL,4147,2BR WITH MAIDS @50K,SEA-JVC2-SAME923,"AED 50,000 /yr",apartment,Yearly,"September 23rd, 2020"
4148,1,2,725,No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 10,NULL,4148,SEMI-FURNISHED 1BR @30K,SEA-JVC-SAME923,"AED 30,000 /yr",apartment,Yearly,"September 23rd, 2020"
4149,2,3,"1,550",No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 12,NULL,4149,MASSIVE 2BR @50K | WITH MAIDS,SEA-JVC3-SAME923,"AED 50,000 /yr",apartment,Yearly,"September 23rd, 2020"
4150,2,3,"1,455",No,UAE,Dubai,Al Mamzar,NULL,NULL,4150,SPACIOUS 2BR WITH MAIDS @50K,SEA-JVC5-ASI923,"AED 50,000 /yr",apartment,Yearly,"September 23rd, 2020"
4151,1,2,725,No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 10,NULL,4151,2BR WITH BALCONY | MAIDS ROOM @50K,SEA-JVC6-ASI923,"AED 50,000 /yr",apartment,Yearly,"September 23rd, 2020"
4152,1,2,850,No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 16,NULL,4152,WELL-SIZED 2BR @50K |  BALCONY | MAIDS ROOM,SEA-JVC7-ASI923,"AED 50,000 /yr",apartment,Yearly,"September 23rd, 2020"
4153,1,2,725,No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 10,NULL,4153,PAY 2CHQS | BEST LOCATION | 1BR @27K,SEA-JVC5-923,"AED 27,000 /yr",apartment,Biyearly,"September 23rd, 2020"
4154,2,2,"1,250",No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 11,NULL,4154,PAY 2CHQS | UNFURNISHED LARGE 1 BED,SEA-JVC1-SHAKEEL,"AED 27,000 /yr",apartment,Biyearly,"September 23rd, 2020"
4155,NULL,1,500,No,UAE,Dubai,JVC Jumeirah Village Circle,Uniestate Prime Tower,NULL,4155,PAY 2CHQS | 2BR WITH BALCONY @45K,SEA-JVC1-ASI923,"AED 45,000 /yr",apartment,Biyearly,"September 23rd, 2020"
4156,NULL,1,503,No,UAE,Dubai,JVC Jumeirah Village Circle,Uniestate Prime Tower,NULL,4156,PAY 2CHQS | 1BR IN BEST LOCATION,SEA-JVC3-923,"AED 26,999 /yr",apartment,Yearly,"September 23rd, 2020"
4157,1,2,830,No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 14,NULL,4157,"PAY 2CHQS | WELL-SIZED 2BR @44,999",SEA-JVC-ASI923,"AED 44,999 /yr",apartment,Biyearly,"September 23rd, 2020"
4158,4,5,"1,735",No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 11,NULL,4158,"Hot Deal! 1BR||Payable in 6 Cheques,Only 56K(Dewa Chiller Free)",DIFC1/02,"AED 56,000 /yr",apartment,Quarterly,"September 23rd, 2020"
4159,NULL,1,520,No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 13,NULL,4159,"3 bedroom apartment in sh zayed road close to metro station  6 Chq ,Only 86K(Dewa Chiller Free)",DIFC02/3,"AED 86,000 /yr",apartment,Quarterly,"September 23rd, 2020"
